participante,idioma,estado,atenção,motivo de exclusão,código do item,classificação,ordem,estímulo,época,condição,modelo,tempo da resposta (s),mediana do item (s),ritmo relativo,ritmo demasiado rápido
P098,Inglês,concluído,Sim,,s10__E2__pipeline,2,96,s10,E2,pipeline,facebook/blenderbot-400M-distill,6,11.5,0.522,Não
P099,Português,em curso,,,,,,,,,,,,,
P100,Português,em curso,,,s09__E3__baseline,7,1,s09,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,,26.5,,Não
P100,Português,em curso,,,s03__E2__baseline,7,2,s03,E2,linha de base,facebook/blenderbot-400M-distill,16,13,1.231,Não
P101,Português,concluído,Sim,,s04__E2__pipeline,3,1,s04,E2,pipeline,facebook/blenderbot-400M-distill,,14,,Não
P101,Português,concluído,Sim,,s03__E1__baseline,1,2,s03,E1,linha de base,microsoft/DialoGPT-medium,18,14,1.286,Não
P101,Português,concluído,Sim,,s12__E3__pipeline,7,3,s12,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,22,19,1.158,Não
P101,Português,concluído,Sim,,s12__E1__baseline,1,4,s12,E1,linha de base,microsoft/DialoGPT-medium,8,10,0.800,Não
P101,Português,concluído,Sim,,s07__E1__baseline,1,5,s07,E1,linha de base,microsoft/DialoGPT-medium,16,11,1.455,Não
P101,Português,concluído,Sim,,s02__E3__pipeline,6,6,s02,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,27,25.5,1.059,Não
P101,Português,concluído,Sim,,s01__E1__baseline,1,7,s01,E1,linha de base,microsoft/DialoGPT-medium,7,8,0.875,Não
P101,Português,concluído,Sim,,s02__E4__pipeline,6,8,s02,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,14,15,0.933,Não
P101,Português,concluído,Sim,,s08__E2__pipeline,4,9,s08,E2,pipeline,facebook/blenderbot-400M-distill,22,14,1.571,Não
P101,Português,concluído,Sim,,s04__E4__pipeline,5,10,s04,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,70,17.5,4.000,Não
P101,Português,concluído,Sim,,s08__E1__pipeline,1,11,s08,E1,pipeline,microsoft/DialoGPT-medium,13,10,1.300,Não
P101,Português,concluído,Sim,,s06__E2__baseline,3,12,s06,E2,linha de base,facebook/blenderbot-400M-distill,14,14,1.000,Não
P101,Português,concluído,Sim,,s11__E1__baseline,1,13,s11,E1,linha de base,microsoft/DialoGPT-medium,22,9,2.444,Não
P101,Português,concluído,Sim,,s08__E3__pipeline,7,14,s08,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,20,21.5,0.930,Não
P101,Português,concluído,Sim,,s12__E2__baseline,5,15,s12,E2,linha de base,facebook/blenderbot-400M-distill,28,20.5,1.366,Não
P101,Português,concluído,Sim,,s05__E2__pipeline,6,16,s05,E2,pipeline,facebook/blenderbot-400M-distill,14,15,0.933,Não
P101,Português,concluído,Sim,,s09__E3__pipeline,7,17,s09,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,24,17,1.412,Não
P101,Português,concluído,Sim,,s06__E2__pipeline,3,18,s06,E2,pipeline,facebook/blenderbot-400M-distill,10,15,0.667,Não
P101,Português,concluído,Sim,,s11__E2__baseline,3,19,s11,E2,linha de base,facebook/blenderbot-400M-distill,12,16,0.750,Não
P101,Português,concluído,Sim,,s07__E1__pipeline,1,20,s07,E1,pipeline,microsoft/DialoGPT-medium,14,12,1.167,Não
P101,Português,concluído,Sim,,s02__E2__pipeline,3,21,s02,E2,pipeline,facebook/blenderbot-400M-distill,11,13,0.846,Não
P101,Português,concluído,Sim,,s02__E1__pipeline,1,22,s02,E1,pipeline,microsoft/DialoGPT-medium,5,10,0.500,Não
P101,Português,concluído,Sim,,s12__E2__pipeline,5,23,s12,E2,pipeline,facebook/blenderbot-400M-distill,11,20,0.550,Não
P101,Português,concluído,Sim,,s04__E2__baseline,5,24,s04,E2,linha de base,facebook/blenderbot-400M-distill,7,13,0.538,Não
P102,Português,em curso,,,s11__E3__pipeline,7,1,s11,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,,19,,
P103,Inglês,em curso,,,,,,,,,,,,,
P104,Português,concluído,Sim,,s09__E3__baseline,4,1,s09,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,,26.5,,Não
P104,Português,concluído,Sim,,s08__E4__pipeline,7,2,s08,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,13,19.5,0.667,Não
P104,Português,concluído,Sim,,s10__E4__pipeline,6,3,s10,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,11,18,0.611,Não
P104,Português,concluído,Sim,,s04__E3__pipeline,6,4,s04,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,14,17,0.824,Não
P104,Português,concluído,Sim,,s07__E2__baseline,4,5,s07,E2,linha de base,facebook/blenderbot-400M-distill,9,15,0.600,Não
P104,Português,concluído,Sim,,s06__E1__baseline,3,6,s06,E1,linha de base,microsoft/DialoGPT-medium,15,16,0.938,Não
P104,Português,concluído,Sim,,s07__E2__pipeline,3,7,s07,E2,pipeline,facebook/blenderbot-400M-distill,,20,,Não
P104,Português,concluído,Sim,,s04__E1__pipeline,1,8,s04,E1,pipeline,microsoft/DialoGPT-medium,8,13,0.615,Não
P104,Português,concluído,Sim,,s07__E3__pipeline,6,9,s07,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,11,16.5,0.667,Não
P104,Português,concluído,Sim,,s04__E3__baseline,6,10,s04,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,11,17,0.647,Não
P104,Português,concluído,Sim,,s10__E1__pipeline,1,11,s10,E1,pipeline,microsoft/DialoGPT-medium,11,10,1.100,Não
P104,Português,concluído,Sim,,s03__E2__baseline,6,12,s03,E2,linha de base,facebook/blenderbot-400M-distill,9,13,0.692,Não
P104,Português,concluído,Sim,,s11__E3__pipeline,6,13,s11,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,14,19,0.737,Não
P104,Português,concluído,Sim,,s10__E2__baseline,7,14,s10,E2,linha de base,facebook/blenderbot-400M-distill,8,13.5,0.593,Não
P104,Português,concluído,Sim,,s01__E4__pipeline,7,15,s01,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,12,25,0.480,Não
P104,Português,concluído,Sim,,s11__E3__baseline,5,16,s11,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,6,20,0.300,Não
P104,Português,concluído,Sim,,s11__E2__pipeline,1,17,s11,E2,pipeline,facebook/blenderbot-400M-distill,6,16,0.375,Não
P104,Português,concluído,Sim,,s06__E4__baseline,6,18,s06,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,10,20,0.500,Não
P104,Português,concluído,Sim,,s07__E3__baseline,6,19,s07,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,11,24,0.458,Não
P104,Português,concluído,Sim,,s01__E3__pipeline,6,20,s01,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,5,19.5,0.256,Não
P104,Português,concluído,Sim,,s01__E1__pipeline,1,21,s01,E1,pipeline,microsoft/DialoGPT-medium,6,17,0.353,Não
P104,Português,concluído,Sim,,s11__E1__pipeline,1,22,s11,E1,pipeline,microsoft/DialoGPT-medium,2,10,0.200,Não
P104,Português,concluído,Sim,,s09__E2__pipeline,4,23,s09,E2,pipeline,facebook/blenderbot-400M-distill,7,16,0.438,Não
P104,Português,concluído,Sim,,s03__E4__pipeline,7,24,s03,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,8,22,0.364,Não
P105,Português,concluído,Não,falha no item de atenção,s07__E1__baseline,3,1,s07,E1,linha de base,microsoft/DialoGPT-medium,,11,,Sim
P105,Português,concluído,Não,falha no item de atenção,s12__E2__baseline,6,2,s12,E2,linha de base,facebook/blenderbot-400M-distill,6,20.5,0.293,Sim
P105,Português,concluído,Não,falha no item de atenção,s01__E2__pipeline,4,3,s01,E2,pipeline,facebook/blenderbot-400M-distill,5,11.5,0.435,Sim
P105,Português,concluído,Não,falha no item de atenção,s02__E1__pipeline,2,4,s02,E1,pipeline,microsoft/DialoGPT-medium,4,10,0.400,Sim
P105,Português,concluído,Não,falha no item de atenção,s04__E2__baseline,5,5,s04,E2,linha de base,facebook/blenderbot-400M-distill,7,13,0.538,Sim
P105,Português,concluído,Não,falha no item de atenção,s05__E4__baseline,3,6,s05,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,7,13.5,0.519,Sim
P105,Português,concluído,Não,falha no item de atenção,s01__E2__baseline,3,7,s01,E2,linha de base,facebook/blenderbot-400M-distill,3,14,0.214,Sim
P105,Português,concluído,Não,falha no item de atenção,s05__E2__pipeline,6,8,s05,E2,pipeline,facebook/blenderbot-400M-distill,8,15,0.533,Sim
P105,Português,concluído,Não,falha no item de atenção,s12__E2__pipeline,5,9,s12,E2,pipeline,facebook/blenderbot-400M-distill,8,20,0.400,Sim
P105,Português,concluído,Não,falha no item de atenção,s12__E3__baseline,5,10,s12,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,7,21,0.333,Sim
P105,Português,concluído,Não,falha no item de atenção,s06__E4__pipeline,4,11,s06,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,7,13,0.538,Sim
P105,Português,concluído,Não,falha no item de atenção,s08__E1__baseline,2,12,s08,E1,linha de base,microsoft/DialoGPT-medium,2,6,0.333,Sim
P105,Português,concluído,Não,falha no item de atenção,s09__E1__baseline,2,13,s09,E1,linha de base,microsoft/DialoGPT-medium,2,11,0.182,Sim
P105,Português,concluído,Não,falha no item de atenção,s08__E3__baseline,5,14,s08,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,3,15,0.200,Sim
P105,Português,concluído,Não,falha no item de atenção,s02__E2__pipeline,1,15,s02,E2,pipeline,facebook/blenderbot-400M-distill,7,13,0.538,Sim
P105,Português,concluído,Não,falha no item de atenção,s11__E1__baseline,3,16,s11,E1,linha de base,microsoft/DialoGPT-medium,3,9,0.333,Sim
P105,Português,concluído,Não,falha no item de atenção,s02__E2__baseline,5,17,s02,E2,linha de base,facebook/blenderbot-400M-distill,3,15,0.200,Sim
P105,Português,concluído,Não,falha no item de atenção,s02__E4__pipeline,5,18,s02,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,3,15,0.200,Sim
P105,Português,concluído,Não,falha no item de atenção,s12__E4__pipeline,5,19,s12,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,3,13,0.231,Sim
P105,Português,concluído,Não,falha no item de atenção,s03__E1__pipeline,1,20,s03,E1,pipeline,microsoft/DialoGPT-medium,3,11,0.273,Sim
P105,Português,concluído,Não,falha no item de atenção,s04__E4__pipeline,5,21,s04,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,4,17.5,0.229,Sim
P105,Português,concluído,Não,falha no item de atenção,s02__E3__pipeline,5,22,s02,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,6,25.5,0.235,Sim
P105,Português,concluído,Não,falha no item de atenção,s05__E3__pipeline,5,23,s05,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,4,18,0.222,Sim
P105,Português,concluído,Não,falha no item de atenção,s08__E2__pipeline,4,24,s08,E2,pipeline,facebook/blenderbot-400M-distill,4,14,0.286,Sim
P106,Português,concluído,Sim,,s07__E4__pipeline,7,1,s07,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,,18,,Não
P106,Português,concluído,Sim,,s09__E2__pipeline,7,2,s09,E2,pipeline,facebook/blenderbot-400M-distill,19,16,1.188,Não
P106,Português,concluído,Sim,,s10__E1__baseline,6,3,s10,E1,linha de base,microsoft/DialoGPT-medium,21,14,1.500,Não
P106,Português,concluído,Sim,,s12__E1__pipeline,6,4,s12,E1,pipeline,microsoft/DialoGPT-medium,15,12,1.250,Não
P106,Português,concluído,Sim,,s03__E2__pipeline,5,5,s03,E2,pipeline,facebook/blenderbot-400M-distill,16,14.5,1.103,Não
P106,Português,concluído,Sim,,s07__E2__baseline,3,6,s07,E2,linha de base,facebook/blenderbot-400M-distill,15,15,1.000,Não
P106,Português,concluído,Sim,,s09__E4__pipeline,7,7,s09,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,20,20,1.000,Não
P106,Português,concluído,Sim,,s04__E3__baseline,7,8,s04,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,17,17,1.000,Não
P106,Português,concluído,Sim,,s07__E3__pipeline,7,9,s07,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,18,16.5,1.091,Não
P106,Português,concluído,Sim,,s09__E3__baseline,7,10,s09,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,22,26.5,0.830,Não
P106,Português,concluído,Sim,,s06__E3__baseline,7,11,s06,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,18,18,1.000,Não
P106,Português,concluído,Sim,,s02__E3__baseline,7,12,s02,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,27,22,1.227,Não
P106,Português,concluído,Sim,,s03__E3__baseline,7,13,s03,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,14,17,0.824,Não
P106,Português,concluído,Sim,,s01__E3__baseline,7,14,s01,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,17,19,0.895,Não
P106,Português,concluído,Sim,,s05__E1__pipeline,2,15,s05,E1,pipeline,microsoft/DialoGPT-medium,18,13.5,1.333,Não
P106,Português,concluído,Sim,,s11__E2__pipeline,4,16,s11,E2,pipeline,facebook/blenderbot-400M-distill,12,16,0.750,Não
P106,Português,concluído,Sim,,s01__E3__pipeline,7,17,s01,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,13,19.5,0.667,Não
P106,Português,concluído,Sim,,s03__E2__baseline,6,18,s03,E2,linha de base,facebook/blenderbot-400M-distill,13,13,1.000,Não
P106,Português,concluído,Sim,,s11__E3__baseline,7,19,s11,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,13,20,0.650,Não
P106,Português,concluído,Sim,,s07__E3__baseline,7,20,s07,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,19,24,0.792,Não
P106,Português,concluído,Sim,,s06__E1__baseline,6,21,s06,E1,linha de base,microsoft/DialoGPT-medium,10,16,0.625,Não
P106,Português,concluído,Sim,,s06__E1__pipeline,1,22,s06,E1,pipeline,microsoft/DialoGPT-medium,8,10,0.800,Não
P106,Português,concluído,Sim,,s09__E2__baseline,2,23,s09,E2,linha de base,facebook/blenderbot-400M-distill,11,13.5,0.815,Não
P106,Português,concluído,Sim,,s04__E3__pipeline,7,24,s04,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,11,17,0.647,Não
P106,Português,concluído,Sim,,s05__E2__baseline,3,25,s05,E2,linha de base,facebook/blenderbot-400M-distill,19,16,1.188,Não
P106,Português,concluído,Sim,,s08__E2__baseline,4,26,s08,E2,linha de base,facebook/blenderbot-400M-distill,13,14,0.929,Não
P106,Português,concluído,Sim,,s03__E4__baseline,7,27,s03,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,14,13,1.077,Não
P106,Português,concluído,Sim,,s11__E3__pipeline,7,28,s11,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,82,19,4.316,Não
P106,Português,concluído,Sim,,s05__E3__pipeline,7,29,s05,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,,18,,Não
P106,Português,concluído,Sim,,s11__E1__baseline,1,30,s11,E1,linha de base,microsoft/DialoGPT-medium,9,9,1.000,Não
P106,Português,concluído,Sim,,s06__E2__baseline,1,31,s06,E2,linha de base,facebook/blenderbot-400M-distill,12,14,0.857,Não
P106,Português,concluído,Sim,,s01__E2__pipeline,4,32,s01,E2,pipeline,facebook/blenderbot-400M-distill,10,11.5,0.870,Não
P106,Português,concluído,Sim,,s06__E3__pipeline,7,33,s06,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,12,18,0.667,Não
P106,Português,concluído,Sim,,s08__E3__baseline,7,34,s08,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,26,15,1.733,Não
P106,Português,concluído,Sim,,s12__E3__pipeline,7,35,s12,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,15,19,0.789,Não
P106,Português,concluído,Sim,,s10__E4__pipeline,6,36,s10,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,12,18,0.667,Não
P106,Português,concluído,Sim,,s11__E1__pipeline,1,37,s11,E1,pipeline,microsoft/DialoGPT-medium,7,10,0.700,Não
P106,Português,concluído,Sim,,s11__E2__baseline,4,38,s11,E2,linha de base,facebook/blenderbot-400M-distill,8,16,0.500,Não
P106,Português,concluído,Sim,,s10__E3__baseline,7,39,s10,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,35,19,1.842,Não
P106,Português,concluído,Sim,,s04__E4__pipeline,6,40,s04,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,8,17.5,0.457,Não
P106,Português,concluído,Sim,,s06__E2__pipeline,1,41,s06,E2,pipeline,facebook/blenderbot-400M-distill,6,15,0.400,Não
P106,Português,concluído,Sim,,s04__E1__pipeline,1,42,s04,E1,pipeline,microsoft/DialoGPT-medium,6,13,0.462,Não
P106,Português,concluído,Sim,,s08__E1__pipeline,1,43,s08,E1,pipeline,microsoft/DialoGPT-medium,9,10,0.900,Não
P106,Português,concluído,Sim,,s07__E1__pipeline,1,44,s07,E1,pipeline,microsoft/DialoGPT-medium,6,12,0.500,Não
P106,Português,concluído,Sim,,s02__E2__pipeline,1,45,s02,E2,pipeline,facebook/blenderbot-400M-distill,8,13,0.615,Não
P106,Português,concluído,Sim,,s03__E3__pipeline,6,46,s03,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,15,15,1.000,Não
P106,Português,concluído,Sim,,s08__E1__baseline,1,47,s08,E1,linha de base,microsoft/DialoGPT-medium,6,6,1.000,Não
P106,Português,concluído,Sim,,s11__E4__pipeline,6,48,s11,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,10,14.5,0.690,Não
P106,Português,concluído,Sim,,s07__E2__pipeline,4,49,s07,E2,pipeline,facebook/blenderbot-400M-distill,11,20,0.550,Não
P106,Português,concluído,Sim,,s06__E4__baseline,7,50,s06,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,14,20,0.700,Não
P106,Português,concluído,Sim,,s02__E4__pipeline,6,51,s02,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,11,15,0.733,Não
P106,Português,concluído,Sim,,s09__E3__pipeline,7,52,s09,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,15,17,0.882,Não
P106,Português,concluído,Sim,,s09__E4__baseline,7,53,s09,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,20,20,1.000,Não
P106,Português,concluído,Sim,,s02__E1__pipeline,1,54,s02,E1,pipeline,microsoft/DialoGPT-medium,7,10,0.700,Não
P106,Português,concluído,Sim,,s02__E1__baseline,1,55,s02,E1,linha de base,microsoft/DialoGPT-medium,7,11,0.636,Não
P106,Português,concluído,Sim,,s12__E2__pipeline,1,56,s12,E2,pipeline,facebook/blenderbot-400M-distill,7,20,0.350,Não
P106,Português,concluído,Sim,,s02__E3__pipeline,7,57,s02,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,8,25.5,0.314,Não
P107,Português,em curso,,,,,,,,,,,,,
P108,Português,concluído,Sim,,s09__E1__baseline,4,1,s09,E1,linha de base,microsoft/DialoGPT-medium,,11,,Não
P108,Português,concluído,Sim,,s05__E2__baseline,5,2,s05,E2,linha de base,facebook/blenderbot-400M-distill,24,16,1.500,Não
P108,Português,concluído,Sim,,s10__E3__pipeline,6,3,s10,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,19,20,0.950,Não
P108,Português,concluído,Sim,,s10__E4__baseline,7,4,s10,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,13,13,1.000,Não
P108,Português,concluído,Sim,,s09__E1__pipeline,1,5,s09,E1,pipeline,microsoft/DialoGPT-medium,9,12,0.750,Não
P108,Português,concluído,Sim,,s05__E3__pipeline,7,6,s05,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,19,18,1.056,Não
P108,Português,concluído,Sim,,s03__E4__baseline,6,7,s03,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,81,13,6.231,Não
P108,Português,concluído,Sim,,s08__E1__baseline,1,8,s08,E1,linha de base,microsoft/DialoGPT-medium,28,6,4.667,Não
P108,Português,concluído,Sim,,s08__E2__baseline,5,9,s08,E2,linha de base,facebook/blenderbot-400M-distill,14,14,1.000,Não
P108,Português,concluído,Sim,,s06__E4__pipeline,4,10,s06,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,23,13,1.769,Não
P108,Português,concluído,Sim,,s08__E3__baseline,7,11,s08,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,6,15,0.400,Não
P108,Português,concluído,Sim,,s03__E1__pipeline,2,12,s03,E1,pipeline,microsoft/DialoGPT-medium,11,11,1.000,Não
P108,Português,concluído,Sim,,s01__E2__pipeline,1,13,s01,E2,pipeline,facebook/blenderbot-400M-distill,45,11.5,3.913,Não
P108,Português,concluído,Sim,,s01__E2__baseline,2,14,s01,E2,linha de base,facebook/blenderbot-400M-distill,17,14,1.214,Não
P108,Português,concluído,Sim,,s12__E4__pipeline,2,15,s12,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,12,13,0.923,Não
P108,Português,concluído,Sim,,s10__E2__pipeline,3,16,s10,E2,pipeline,facebook/blenderbot-400M-distill,,11.5,,Não
P108,Português,concluído,Sim,,s12__E4__baseline,5,17,s12,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,17,20,0.850,Não
P108,Português,concluído,Sim,,s12__E3__baseline,7,18,s12,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,10,21,0.476,Não
P108,Português,concluído,Sim,,s02__E2__baseline,2,19,s02,E2,linha de base,facebook/blenderbot-400M-distill,7,15,0.467,Não
P108,Português,concluído,Sim,,s06__E3__pipeline,5,20,s06,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,8,18,0.444,Não
P108,Português,concluído,Sim,,s03__E3__pipeline,4,21,s03,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,13,15,0.867,Não
P108,Português,concluído,Sim,,s11__E4__pipeline,6,22,s11,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,5,14.5,0.345,Não
P108,Português,concluído,Sim,,s02__E4__baseline,3,23,s02,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,5,15,0.333,Não
P108,Português,concluído,Sim,,s05__E4__baseline,6,24,s05,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,5,13.5,0.370,Não
P109,Português,em curso,,,,,,,,,,,,,
P110,Português,em curso,,,,,,,,,,,,,
P111,Português,concluído,Sim,,s02__E4__pipeline,7,1,s02,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,,15,,Não
P111,Português,concluído,Sim,,s02__E2__pipeline,5,2,s02,E2,pipeline,facebook/blenderbot-400M-distill,34,13,2.615,Não
P111,Português,concluído,Sim,,s08__E4__pipeline,6,3,s08,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,18,19.5,0.923,Não
P111,Português,concluído,Sim,,s01__E1__pipeline,5,4,s01,E1,pipeline,microsoft/DialoGPT-medium,26,17,1.529,Não
P111,Português,concluído,Sim,,s11__E3__pipeline,6,5,s11,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,48,19,2.526,Não
P111,Português,concluído,Sim,,s03__E4__pipeline,6,6,s03,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,22,22,1.000,Não
P111,Português,concluído,Sim,,s12__E2__baseline,4,7,s12,E2,linha de base,facebook/blenderbot-400M-distill,50,20.5,2.439,Não
P111,Português,concluído,Sim,,s01__E4__pipeline,7,8,s01,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,22,25,0.880,Não
P111,Português,concluído,Sim,,s10__E4__pipeline,6,9,s10,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,12,18,0.667,Não
P111,Português,concluído,Sim,,s04__E1__pipeline,2,10,s04,E1,pipeline,microsoft/DialoGPT-medium,21,13,1.615,Não
P111,Português,concluído,Sim,,s11__E1__pipeline,2,11,s11,E1,pipeline,microsoft/DialoGPT-medium,191,10,19.100,Não
P111,Português,concluído,Sim,,s06__E4__baseline,7,12,s06,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,19,20,0.950,Não
P111,Português,concluído,Sim,,s05__E2__pipeline,4,13,s05,E2,pipeline,facebook/blenderbot-400M-distill,35,15,2.333,Não
P111,Português,concluído,Sim,,s04__E2__baseline,4,14,s04,E2,linha de base,facebook/blenderbot-400M-distill,9,13,0.692,Não
P111,Português,concluído,Sim,,s07__E2__pipeline,5,15,s07,E2,pipeline,facebook/blenderbot-400M-distill,24,20,1.200,Não
P111,Português,concluído,Sim,,s02__E1__pipeline,2,16,s02,E1,pipeline,microsoft/DialoGPT-medium,8,10,0.800,Não
P111,Português,concluído,Sim,,s10__E2__baseline,5,17,s10,E2,linha de base,facebook/blenderbot-400M-distill,13,13.5,0.963,Não
P111,Português,concluído,Sim,,s10__E1__pipeline,1,18,s10,E1,pipeline,microsoft/DialoGPT-medium,26,10,2.600,Não
P111,Português,concluído,Sim,,s07__E1__baseline,1,19,s07,E1,linha de base,microsoft/DialoGPT-medium,10,11,0.909,Não
P111,Português,concluído,Sim,,s12__E2__pipeline,4,20,s12,E2,pipeline,facebook/blenderbot-400M-distill,23,20,1.150,Não
P111,Português,concluído,Sim,,s08__E2__pipeline,5,21,s08,E2,pipeline,facebook/blenderbot-400M-distill,10,14,0.714,Não
P111,Português,concluído,Sim,,s11__E1__baseline,2,22,s11,E1,linha de base,microsoft/DialoGPT-medium,33,9,3.667,Não
P111,Português,concluído,Sim,,s04__E4__pipeline,6,23,s04,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,11,17.5,0.629,Não
P111,Português,concluído,Sim,,s02__E3__pipeline,7,24,s02,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,12,25.5,0.471,Não
P111,Português,concluído,Sim,,s12__E4__baseline,6,25,s12,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,24,20,1.200,Não
P111,Português,concluído,Sim,,s11__E4__baseline,5,26,s11,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,15,13,1.154,Não
P111,Português,concluído,Sim,,s10__E3__pipeline,6,27,s10,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,54,20,2.700,Não
P111,Português,concluído,Sim,,s08__E3__pipeline,6,28,s08,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,29,21.5,1.349,Não
P111,Português,concluído,Sim,,s07__E2__baseline,4,29,s07,E2,linha de base,facebook/blenderbot-400M-distill,16,15,1.067,Não
P111,Português,concluído,Sim,,s05__E3__pipeline,6,30,s05,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,22,18,1.222,Não
P111,Português,concluído,Sim,,s03__E1__pipeline,2,31,s03,E1,pipeline,microsoft/DialoGPT-medium,8,11,0.727,Não
P111,Português,concluído,Sim,,s10__E1__baseline,3,32,s10,E1,linha de base,microsoft/DialoGPT-medium,17,14,1.214,Não
P111,Português,concluído,Sim,,s01__E2__baseline,6,33,s01,E2,linha de base,facebook/blenderbot-400M-distill,12,14,0.857,Não
P111,Português,concluído,Sim,,s09__E1__baseline,1,34,s09,E1,linha de base,microsoft/DialoGPT-medium,41,11,3.727,Não
P111,Português,concluído,Sim,,s08__E1__pipeline,1,35,s08,E1,pipeline,microsoft/DialoGPT-medium,29,10,2.900,Não
P111,Português,concluído,Sim,,s10__E3__baseline,7,36,s10,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,22,19,1.158,Não
P111,Português,concluído,Sim,,s05__E1__pipeline,1,37,s05,E1,pipeline,microsoft/DialoGPT-medium,11,13.5,0.815,Não
P111,Português,concluído,Sim,,s06__E2__pipeline,3,38,s06,E2,pipeline,facebook/blenderbot-400M-distill,20,15,1.333,Não
